,user_id,anime_id,rating
376,5,874,7
377,5,896,4
378,5,898,5
379,5,903,1
380,5,905,6
381,5,914,7
382,5,918,9
383,5,936,5
384,5,981,5
385,5,987,2
386,5,1117,7
387,5,1132,5
388,5,1138,5
389,5,1195,1
390,5,1210,4
391,5,1253,7
392,5,1254,7
393,5,1257,7
394,5,1313,6
395,5,1469,5
396,5,1535,4
397,5,1559,5
398,5,1564,5
399,5,1614,5
400,5,1668,2
401,5,1669,2
402,5,1674,5
404,5,1689,7
405,5,1764,6
406,5,1840,1
407,5,1887,3
408,5,1913,8
409,5,1956,2
410,5,2034,3
411,5,2104,1
412,5,2116,5
413,5,2144,1
414,5,2159,7
415,5,2236,8
416,5,2248,5
417,5,2330,5
418,5,2363,6
419,5,2397,7
420,5,2398,7
421,5,2400,6
422,5,2418,9
423,5,2424,3
424,5,2472,5
425,5,2508,3
426,5,2594,8
427,5,2605,7
428,5,2684,6
429,5,2789,1
430,5,2907,5
431,5,2961,6
432,5,2962,6
433,5,2993,2
434,5,3228,7
435,5,3455,2
436,5,3503,1
437,5,3515,7
438,5,3588,5
439,5,3655,5
440,5,3702,9
441,5,3712,1
442,5,3887,7
443,5,3974,5
444,5,4015,1
445,5,4052,5
446,5,4063,2
448,5,4214,2
449,5,4224,3
450,5,4437,5
451,5,4472,3
452,5,4548,5
453,5,4654,6
454,5,4667,1
455,5,4760,1
456,5,4975,1
457,5,4999,5
458,5,5040,8
459,5,5042,1
461,5,5251,8
462,5,5258,8
463,5,5277,1
464,5,5279,2
465,5,5526,6
466,5,5667,2
467,5,5680,1
468,5,5681,6
469,5,5958,2
470,5,6098,5
471,5,6201,2
472,5,6211,8
473,5,6324,2
474,5,6325,5
475,5,6347,1
476,5,6377,7
477,5,6385,6
478,5,6512,2
479,5,6547,3
480,5,6695,5
481,5,6702,4
482,5,6746,7
483,5,6791,1
484,5,6885,3
485,5,6956,2
486,5,6974,6
487,5,7088,1
488,5,7148,1
489,5,7593,1
490,5,7647,8
491,5,7661,8
492,5,7674,5
493,5,7720,7
494,5,7762,7
495,5,7769,2
496,5,7791,2
497,5,7817,2
498,5,7858,1
499,5,8074,2
500,5,8277,3
501,5,8302,2
502,5,8407,1
503,5,8408,7
504,5,8424,4
505,5,8457,5
506,5,8516,1
507,5,8525,3
508,5,8619,2
509,5,8675,6
510,5,8769,1
511,5,8841,5
512,5,9041,2
513,5,9074,8
514,5,9181,1
515,5,9220,5
516,5,9253,9
517,5,9355,1
518,5,9367,1
519,5,9379,5
520,5,9471,1
521,5,9479,7
522,5,9741,2
523,5,9919,4
524,5,9936,2
525,5,9969,9
526,5,9981,5
527,5,9989,7
528,5,10020,1
529,5,10030,5
530,5,10080,3
531,5,10108,1
532,5,10110,3
533,5,10119,7
534,5,10162,7
535,5,10163,7
536,5,10172,1
537,5,10209,5
538,5,10216,6
539,5,10396,4
540,5,10397,1
541,5,10521,4
542,5,10589,4
543,5,10638,5
544,5,10719,7
545,5,10790,6
546,5,10805,5
547,5,10863,8
548,5,10897,3
549,5,11013,1
550,5,11113,7
551,5,11179,5
552,5,11319,1
553,5,11371,3
554,5,11433,5
555,5,11499,5
556,5,11577,9
558,5,11617,2
559,5,11633,7
560,5,11757,1
561,5,11759,3
562,5,11761,4
563,5,11785,3
564,5,11813,5
565,5,11843,8
566,5,11853,6
567,5,12069,7
568,5,12189,5
569,5,12431,8
570,5,12445,4
571,5,12447,4
572,5,12467,5
573,5,12549,2
574,5,12581,3
575,5,12673,5
576,5,12729,1
577,5,13055,5
578,5,13093,5
579,5,13161,1
580,5,13201,5
581,5,13333,5
582,5,13357,2
583,5,13367,2
584,5,13403,1
585,5,13479,6
586,5,13535,7
587,5,13659,1
588,5,13663,2
589,5,13759,3
590,5,13851,1
591,5,14027,2
592,5,14189,3
593,5,14199,1
594,5,14227,2
595,5,14349,6
596,5,14467,5
597,5,14513,7
598,5,14527,4
599,5,14669,7
600,5,14685,4
601,5,14719,9
602,5,14741,4
603,5,14749,2
604,5,14813,3
606,5,14967,3
607,5,15039,7
608,5,15059,6
609,5,15225,3
610,5,15315,5
611,5,15335,10
612,5,15379,5
613,5,15417,8
614,5,15437,5
615,5,15451,1
616,5,15565,4
617,5,15583,3
618,5,15609,1
619,5,15729,1
620,5,15771,8
621,5,15775,7
622,5,15809,7
623,5,16011,2
624,5,16067,5
625,5,16241,7
626,5,16353,1
627,5,16417,3
628,5,16444,5
629,5,16592,5
630,5,16636,5
631,5,16694,5
632,5,16706,2
633,5,16742,5
634,5,16782,7
635,5,16866,2
636,5,16894,5
637,5,16918,7
638,5,17157,1
639,5,17247,2
640,5,17265,8
641,5,17505,6
642,5,17641,2
643,5,17729,1
644,5,17741,2
645,5,17777,1
646,5,17827,1
647,5,17875,5
648,5,17895,4
649,5,18001,4
650,5,18039,2
651,5,18095,3
652,5,18115,7
653,5,18139,4
654,5,18153,5
655,5,18179,6
656,5,18229,5
657,5,18247,1
658,5,18277,2
659,5,18441,7
660,5,18465,2
661,5,18497,5
662,5,18671,4
663,5,18677,3
664,5,18689,8
665,5,18753,3
666,5,18857,1
667,5,18897,2
668,5,19023,2
669,5,19163,2
670,5,19221,7
671,5,19363,6
672,5,19365,5
673,5,19369,3
674,5,19647,8
675,5,19769,3
676,5,19799,1
677,5,19815,1
678,5,19953,4
679,5,20031,5
680,5,20045,1
681,5,20047,1
682,5,20053,3
683,5,20057,8
684,5,20159,7
685,5,20431,6
686,5,20457,1
687,5,20507,6
688,5,20541,1
689,5,20545,3
690,5,20583,8
691,5,20689,3
692,5,20767,7
693,5,20785,1
694,5,20787,3
695,5,20847,6
696,5,20853,3
697,5,20899,8
698,5,20931,1
699,5,20939,6
700,5,20973,5
701,5,20977,3
702,5,21033,1
703,5,21085,4
704,5,21185,5
705,5,21189,3
706,5,21327,6
707,5,21405,4
708,5,21431,3
709,5,21507,1
710,5,21561,3
711,5,21587,5
712,5,21603,3
713,5,21647,5
714,5,21781,3
715,5,21863,6
716,5,22147,6
717,5,22199,4
718,5,22319,2
719,5,22535,7
720,5,22789,8
721,5,23079,2
722,5,23199,7
723,5,23233,1
724,5,23251,7
725,5,23273,8
726,5,23277,4
727,5,23289,5
728,5,23309,1
729,5,23447,5
730,5,23755,7
731,5,23847,4
732,5,24135,5
733,5,24171,5
734,5,24175,4
735,5,24627,5
736,5,24781,6
737,5,24873,1
738,5,24913,4
739,5,25157,1
740,5,25159,2
741,5,25183,6
743,5,25397,2
744,5,25429,1
745,5,25635,7
746,5,26055,8
747,5,26349,6
748,5,26441,6
749,5,27899,2
750,5,28121,6
751,5,28297,5
752,5,28677,5
753,5,28819,2
754,5,28891,9
755,5,28907,5
756,5,29027,2
757,5,29035,1
758,5,29317,4
759,5,29785,2
760,5,29786,3
761,5,29803,8
762,5,30831,8
763,5,31240,8
765,5,31722,7
767,5,32182,9
768,5,32828,7
806,7,22,7
807,7,30,10
808,7,31,9
809,7,32,9
810,7,59,7
811,7,64,8
812,7,65,7
813,7,111,8
814,7,121,8
815,7,136,8
816,7,139,7
817,7,170,9
818,7,210,9
819,7,223,9
820,7,225,7
821,7,232,8
822,7,245,8
823,7,249,8
824,7,270,9
825,7,339,9
826,7,357,8
827,7,407,8
828,7,435,8
829,7,482,9
830,7,508,7
831,7,530,8
832,7,532,8
833,7,534,9
834,7,535,8
835,7,552,9
836,7,568,8
837,7,740,8
838,7,813,9
839,7,849,7
840,7,934,9
841,7,996,8
842,7,1138,8
843,7,1172,8
844,7,1253,7
845,7,1254,8
846,7,1257,7
847,7,1259,7
848,7,1313,8
849,7,1535,9
850,7,1563,8
851,7,1575,9
852,7,1719,7
853,7,1887,8
854,7,1889,9
855,7,2012,8
856,7,2026,9
857,7,2116,9
858,7,2131,8
859,7,2167,9
860,7,2213,9
861,7,2237,6
862,7,2759,9
863,7,2899,8
864,7,2904,9
865,7,2993,7
866,7,2994,8
867,7,3086,8
868,7,3455,7
869,7,3515,7
870,7,3652,8
871,7,3702,7
872,7,3784,8
873,7,3785,9
874,7,4028,8
875,7,4059,9
876,7,4181,9
877,7,4192,9
878,7,4214,7
879,7,4382,4
880,7,4472,7
881,7,4654,9
882,7,4896,10
883,7,4975,9
884,7,5231,8
885,7,5233,8
886,7,5521,8
887,7,5667,7
888,7,5958,8
889,7,6166,6
890,7,6205,8
891,7,6213,7
892,7,6351,8
893,7,6811,8
894,7,6956,7
895,7,7148,6
896,7,7858,7
897,7,8277,6
898,7,8407,7
899,7,8424,7
900,7,8460,7
901,7,8525,8
902,7,8769,8
903,7,8861,7
904,7,8876,7
905,7,8937,9
906,7,9032,7
907,7,9041,8
908,7,9047,8
909,7,9063,7
910,7,9181,7
911,7,9367,5
912,7,9479,8
913,7,9618,7
914,7,9675,7
915,7,9756,8
916,7,9790,7
917,7,9958,9
918,7,10020,8
919,7,10076,8
920,7,10080,7
921,7,10110,6
922,7,10456,7
923,7,10491,8
924,7,10507,7
925,7,10521,7
926,7,10588,7
927,7,10620,8
928,7,10719,8
929,7,10794,7
930,7,10805,6
931,7,10897,7
932,7,11061,9
933,7,11179,8
934,7,11617,6
935,7,11633,8
936,7,11743,8
937,7,11757,8
938,7,11759,8
939,7,11763,7
940,7,11933,8
941,7,11977,8
942,7,11979,8
943,7,11981,9
944,7,12467,7
945,7,12729,7
946,7,12783,8
947,7,12967,7
948,7,13093,7
949,7,13261,7
950,7,13357,5
951,7,13587,9
952,7,13659,7
953,7,13663,8
954,7,13851,7
955,7,13939,7
956,7,14027,6
957,7,14407,8
958,7,14653,10
959,7,14741,7
960,7,14749,7
961,7,14833,8
962,7,14967,7
963,7,15117,8
964,7,15225,7
965,7,15377,6
966,7,15379,8
967,7,15411,7
968,7,15451,8
969,7,15583,7
970,7,15687,5
971,7,15809,7
972,7,15879,6
973,7,15911,6
974,7,16011,8
975,7,16049,9
976,7,16157,7
977,7,16512,4
978,7,16700,8
979,7,16706,9
980,7,16742,6
981,7,16762,7
982,7,16934,7
983,7,16982,10
984,7,17247,7
985,7,17265,9
986,7,17513,7
987,7,17641,7
988,7,17725,7
989,7,17729,8
990,7,17777,7
991,7,17875,8
992,7,18001,5
993,7,18039,7
994,7,18041,7
995,7,18095,7
996,7,18097,7
997,7,18139,8
998,7,18153,8
999,7,18247,8
1000,7,18277,8
1001,7,18441,8
1002,7,18671,6
1003,7,18677,6
1004,7,18679,8
1005,7,18857,7
1006,7,18893,7
1007,7,18897,8
1008,7,19151,6
1009,7,19163,8
1010,7,19221,7
1011,7,19315,5
1012,7,19367,6
1013,7,19369,8
1014,7,19769,5
1015,7,19815,10
1016,7,19855,7
1017,7,20021,5
1018,7,20031,8
1019,7,20033,6
1020,7,20045,7
1021,7,20047,8
1022,7,20159,10
1023,7,20457,6
1024,7,20479,8
1025,7,20507,8
1026,7,20541,7
1027,7,20545,6
1028,7,20689,9
1029,7,20767,7
1030,7,20919,6
1031,7,20931,7
1032,7,20939,8
1033,7,20977,8
1034,7,21033,8
1035,7,21085,8
1036,7,21177,9
1037,7,21325,6
1038,7,21473,7
1039,7,21511,5
1040,7,21541,7
1041,7,21653,8
1042,7,21679,7
1043,7,21881,6
1044,7,22057,7
1045,7,22071,7
1046,7,22273,8
1047,7,22547,6
1048,7,22663,7
1049,7,22961,7
1050,7,23153,7
1051,7,23227,7
1052,7,23233,7
1053,7,23289,8
1054,7,23321,7
1055,7,23383,8
1056,7,23421,9
1057,7,23427,7
1058,7,23755,8
1059,7,23945,5
1060,7,24037,7
1061,7,24075,6
1062,7,24133,6
1063,7,24135,8
1064,7,24227,6
1065,7,24365,8
1066,7,24543,7
1067,7,24655,8
1068,7,24703,7
1069,7,24713,8
1070,7,24765,8
1071,7,24873,5
1072,7,25157,7
1073,7,25159,8
1074,7,25283,8
1075,7,25397,8
1076,7,25429,8
1077,7,25687,8
1078,7,25689,6
1079,7,26349,7
1080,7,26351,7
1081,7,27775,8
1082,7,27787,6
1083,7,27829,8
1084,7,28121,7
1085,7,28179,6
1086,7,28215,8
1087,7,28285,7
1088,7,28391,6
1089,7,28497,9
1090,7,28713,8
1091,7,28819,6
1092,7,28825,7
1093,7,28907,7
1094,7,28979,6
1095,7,28999,7
1096,7,29027,7
1097,7,29067,7
1098,7,29163,8
1099,7,29589,8
1100,7,29785,5
1101,7,29786,6
1102,7,29803,8
1103,7,30276,8
1104,7,30296,8
1105,7,30300,7
1106,7,30307,6
1107,7,30321,7
1108,7,30347,8
1109,7,30363,7
1110,7,30365,7
1111,7,30379,5
1112,7,30384,7
1113,7,30503,8
1114,7,30544,8
1115,7,30740,8
1116,7,30749,7
1117,7,30831,8
1118,7,30885,7
1119,7,30991,7
1120,7,31043,9
1121,7,31149,8
1122,7,31156,7
1123,7,31338,6
1124,7,31404,7
1125,7,31439,5
1126,7,31442,5
1127,7,31560,7
1128,7,31630,5
1129,7,31637,7
1130,7,31704,8
1131,7,31716,8
1132,7,31737,7
1133,7,31845,5
1134,7,31859,7
1135,7,31867,7
1136,7,31914,6
1137,7,31952,6
1138,7,31953,7
1139,7,31980,6
1140,7,32093,8
1141,7,32108,7
1142,7,32171,5
1143,7,32215,7
1144,7,32360,7
1145,7,32380,4
1146,7,32553,5
1147,7,33091,8
1148,7,33341,7
1149,8,269,9
1150,8,355,9
1151,8,6702,10
1152,8,7088,5
1153,8,7593,9
1154,8,8630,8
1155,8,10620,6
1156,8,10793,10
1157,8,11241,7
1158,8,11757,9
1159,8,13759,9
1160,8,15583,9
1161,9,1887,8
1165,10,5114,10
1167,10,11757,9
1169,10,21881,9
1170,11,30,5
1171,11,43,7
1172,11,44,7
1174,11,59,7
1175,11,61,4
1176,11,104,9
1177,11,120,6
1178,11,121,7
1179,11,122,6
1180,11,143,7
1181,11,149,5
1182,11,164,8
1183,11,177,7
1184,11,199,10
1185,11,202,9
1186,11,232,6
1187,11,243,4
1188,11,249,9
1190,11,338,10
1191,11,357,7
1192,11,416,10
1193,11,430,6
1194,11,431,8
1195,11,440,10
1196,11,441,9
1197,11,449,6
1198,11,450,7
1199,11,451,6
1200,11,452,9
1201,11,497,7
1202,11,512,5
1203,11,513,9
1204,11,522,7
1205,11,523,8
1206,11,528,7
1207,11,530,7
1208,11,531,7
1209,11,532,7
1210,11,543,6
1211,11,565,6
1212,11,572,7
1213,11,578,10
1214,11,589,9
1215,11,597,7
1216,11,687,4
1217,11,723,7
1218,11,740,7
1219,11,759,8
1220,11,790,8
1221,11,853,7
1222,11,855,6
1223,11,879,7
1224,11,934,8
1225,11,996,7
1226,11,997,7
1227,11,1002,7
1228,11,1032,8
1229,11,1060,8
1230,11,1117,9
1231,11,1118,8
1232,11,1239,7
1233,11,1240,7
1234,11,1709,6
1235,11,1889,8
1236,11,2167,7
1237,11,2313,10
1238,11,2685,6
1239,11,2847,6
1240,11,2890,6
1241,11,3577,6
1242,11,3652,6
1243,11,3702,9
1244,11,4059,7
1245,11,4181,8
1246,11,4896,6
1247,11,4898,6
1248,11,5030,6
1249,11,5060,7
1250,11,5114,8
1251,11,6164,6
1252,11,6280,7
1253,11,6351,9
1254,11,6707,4
1255,11,6747,7
1256,11,6811,8
1257,11,7593,8
1258,11,7674,7
1259,11,9253,7
1260,11,9756,7
1261,11,10030,7
1262,11,11757,8
1263,11,12355,9
1264,11,12365,7
1265,11,13599,5
1266,11,13601,8
1267,11,16498,9
1268,11,18153,9
1269,11,18507,7
1270,11,18679,9
1271,11,20159,8
1272,11,21241,8
1273,11,21339,8
1274,11,21881,8
1275,11,22145,7
1276,11,22265,9
1277,11,23251,9
1278,11,23281,9
1279,11,25015,8
1280,11,28675,8
1281,11,30276,8
1282,12,223,8
1283,12,225,6
1284,12,302,9
1285,12,392,9
1286,12,813,9
1287,12,853,9
1288,12,877,9
1289,12,1535,10
1290,12,1562,9
1291,12,1575,10
1292,12,2025,9
1293,12,2904,10
1294,12,4182,7
1295,12,5114,9
1296,12,6033,9
1297,12,6573,9
1298,12,7338,9
1299,12,8074,6
1300,12,8888,9
1301,12,9253,10
1302,12,11757,9
1303,12,16498,10
1478,14,133,6
1479,14,135,8
1480,14,177,8
1481,14,392,8
1482,14,433,9
1483,14,587,8
1484,14,969,7
1485,14,1195,6
1486,14,1689,9
1487,14,1840,7
1488,14,2129,8
1489,14,2155,6
1490,14,2167,7
1491,14,2336,7
1492,14,2685,8
1493,14,2926,7
1494,14,2927,6
1495,14,2993,6
1496,14,3229,6
1497,14,3299,7
1498,14,3712,6
1499,14,4059,8
1500,14,4181,9
1501,14,4186,6
1502,14,4214,6
1503,14,4938,8
1504,14,5081,9
1505,14,5681,8
1506,14,5734,7
1507,14,5764,6
1508,14,5958,7
1509,14,6201,6
1510,14,6347,8
1511,14,6351,7
1512,14,6408,8
1513,14,6512,7
1514,14,6547,9
1515,14,6772,8
1516,14,7590,7
1517,14,7593,6
1518,14,7817,5
1519,14,8074,6
1520,14,8407,7
1521,14,8424,6
1522,14,8514,8
1523,14,8516,8
1524,14,8525,8
1525,14,8536,7
1526,14,8676,7
1527,14,8769,6
1528,14,8861,5
1529,14,8934,8
1530,14,9041,7
1531,14,9117,6
1532,14,9252,8
1533,14,9253,9
1534,14,9465,8
1535,14,9724,8
1536,14,9790,8
1537,14,9919,6
1538,14,9925,6
1539,14,10020,8
1540,14,10080,8
1541,14,10092,8
1542,14,10110,7
1543,14,10372,7
1544,14,10408,8
1545,14,10447,7
1546,14,10568,7
1547,14,10620,8
1548,14,10793,8
1549,14,10863,7
1550,14,11179,7
1551,14,11433,6
1552,14,11597,7
1553,14,11757,6
1554,14,11771,7
1555,14,11887,8
1556,14,12175,7
1557,14,13367,7
1558,14,13659,7
1559,14,14075,6
1560,14,14293,8
1561,14,14345,7
1562,14,14749,7
1563,14,14813,8
1564,14,14833,6
1565,14,15117,7
1566,14,15225,6
1567,14,15583,6
1568,14,15689,8
1569,14,15809,7
1570,14,16011,7
1571,14,16067,7
1572,14,16397,8
1573,14,16498,8
1574,14,16592,6
1575,14,16762,7
1576,14,16782,8
1577,14,17074,8
1578,14,17121,9
1579,14,17247,7
1580,14,17265,9
1581,14,17895,7
1582,14,18153,7
1583,14,18245,7
1584,14,18277,8
1585,14,18857,6
1586,14,19117,9
1587,14,19151,6
1588,14,19221,7
1589,14,19369,7
1590,14,19769,4
1591,14,19775,8
1592,14,19815,8
1593,14,20457,7
1594,14,20507,8
1595,14,20787,6
1596,14,21431,6
1597,14,21437,7
1598,14,21863,7
1599,14,22729,9
1600,14,22839,9
1601,15,2404,9
1603,16,61,8
1605,16,357,5
1607,16,1222,9
1608,16,1535,9
1609,16,2167,8
1610,16,4181,9
1611,16,6547,8
1613,16,11285,8
1614,17,6,7
1615,17,19,10
1616,17,30,9
1617,17,32,10
1618,17,43,8
1619,17,47,8
1620,17,66,6
1621,17,114,7
1622,17,121,6
1623,17,164,9
1624,17,199,8
1625,17,205,7
1626,17,226,7
1627,17,227,7
1628,17,228,7
1629,17,245,8
1630,17,256,6
1631,17,268,8
1632,17,323,8
1633,17,339,8
1635,17,413,1
1636,17,430,6
1637,17,431,8
1638,17,437,9
1639,17,468,8
1640,17,486,9
1641,17,543,7
1642,17,570,8
1643,17,578,9
1644,17,664,5
1646,17,759,8
1647,17,770,5
1648,17,777,9
1649,17,849,7
1650,17,889,8
1652,17,932,5
1653,17,934,9
1654,17,949,8
1655,17,1002,8
1656,17,1004,5
1657,17,1033,7
1658,17,1056,5
1660,17,1210,8
1661,17,1379,8
1662,17,1530,8
1663,17,1535,10
1664,17,1575,8
1666,17,1689,9
1667,17,1852,7
1668,17,1889,10
1669,17,1943,7
1670,17,2001,10
1671,17,2167,9
1672,17,2175,7
1673,17,2236,8
1674,17,2251,9
1675,17,2418,8
1676,17,2476,3
1677,17,2593,7
1678,17,2605,7
1679,17,2759,8
1682,17,2904,8
1683,17,2924,8
1686,17,3002,9
1687,17,3087,6
1689,17,3167,9
1690,17,3287,2
1693,17,3455,7
1695,17,3652,8
1697,17,3782,7
1698,17,3783,8
1699,17,3784,9
1700,17,3785,8
1703,17,4081,8
1704,17,4091,5
1705,17,4106,8
1706,17,4107,7
1707,17,4181,10
1708,17,4224,7
1709,17,4280,7
1710,17,4282,8
1711,17,4382,5
1712,17,4565,9
1713,17,4654,8
1714,17,4898,7
1715,17,5040,8
1716,17,5042,6
1717,17,5081,8
1718,17,5114,10
1719,17,5177,7
1720,17,5204,7
1721,17,5205,8
1722,17,5365,8
1725,17,5680,6
1726,17,5681,8
1727,17,5682,6
1728,17,5909,5
1732,17,6114,9
1733,17,6213,8
1734,17,6347,7
1738,17,6505,7
1739,17,6547,9
1741,17,6594,9
1743,17,6675,8
1744,17,6707,7
1745,17,6746,7
1747,17,6880,5
1748,17,6954,6
1749,17,7059,5
1750,17,7311,9
1751,17,7465,9
1752,17,7593,6
1754,17,7785,9
1755,17,7791,5
1758,17,8074,7
1759,17,8100,7
1760,17,8142,8
1761,17,8187,7
1763,17,8525,8
1764,17,8676,8
1765,17,8769,7
1766,17,8795,7
1767,17,8841,6
1769,17,8861,5
1770,17,8888,7
1771,17,8937,8
1776,17,9135,6
1777,17,9181,8
1778,17,9253,10
1779,17,9479,3
1781,17,9598,5
1785,17,9756,9
1787,17,9989,8
1790,17,10080,8
1791,17,10087,9
1792,17,10165,9
1795,17,10271,8
1796,17,10396,5
1797,17,10408,8
1798,17,10417,4
1800,17,10448,8
1803,17,10491,4
1804,17,10495,7
1806,17,10620,7
1807,17,10624,5
1808,17,10711,8
1809,17,10719,6
1811,17,10790,7
1812,17,10793,7
1815,17,11111,8
1816,17,11235,8
1818,17,11499,7
1821,17,11577,9
1823,17,11597,8
1824,17,11617,8
1825,17,11633,7
1827,17,11741,10
1828,17,11743,7
1829,17,11757,7
1830,17,11771,9
1831,17,11785,7
1832,17,11809,6
1833,17,11843,8
1834,17,11887,7
1835,17,11981,8
1836,17,12029,8
1837,17,12189,8
1838,17,12355,9
1839,17,12403,7
1840,17,12467,5
1841,17,12477,8
1843,17,12531,9
1851,17,13391,6
1855,17,13601,8
1856,17,13629,7
1857,17,13639,5
1858,17,13659,4
1859,17,13663,8
1860,17,13759,8
1864,17,14045,5
1865,17,14131,8
1866,17,14349,7
1867,17,14353,8
1868,17,14355,5
1869,17,14407,7
1870,17,14513,8
1872,17,14719,9
1873,17,14741,7
1874,17,14807,7
1875,17,14813,5
1876,17,14829,8
1877,17,14853,6
1878,17,14967,6
1879,17,15037,6
1880,17,15043,6
1881,17,15051,8
1883,17,15125,6
1884,17,15197,7
1885,17,15199,7
1886,17,15201,7
1887,17,15225,7
1889,17,15451,7
1891,17,15583,7
1892,17,15689,8
1893,17,15699,7
1894,17,15809,8
1898,17,16049,8
1899,17,16149,5
1900,17,16417,5
1901,17,16498,9
1902,17,16528,7
1904,17,16700,6
1905,17,16706,8
1906,17,16726,6
1907,17,16732,5
1908,17,16742,6
1910,17,16774,4
1911,17,16782,7
1912,17,16894,9
1916,17,17074,9
1917,17,17247,7
1918,17,17265,7
1919,17,17269,6
1922,17,17549,9
1924,17,17677,7
1925,17,17679,5
1928,17,17895,5
1931,17,18095,6
1932,17,18115,9
1933,17,18121,6
1934,17,18139,6
1935,17,18153,5
1937,17,18179,8
1938,17,18245,9
1939,17,18277,5
1942,17,18617,9
1944,17,18679,8
1948,17,19023,4
1950,17,19111,8
1951,17,19133,6
1952,17,19163,6
1954,17,19221,8
1956,17,19315,1
1957,17,19365,5
1958,17,19367,4
1959,17,19369,7
1961,17,19429,4
1962,17,19489,7
1963,17,19573,5
1965,17,19685,5
1966,17,19703,8
1968,17,19799,7
1969,17,19815,8
1970,17,19855,3
1972,17,20031,7
1974,17,20047,6
1975,17,20159,6
1979,17,20457,7
1980,17,20473,6
1981,17,20507,8
1982,17,20509,8
1983,17,20541,6
1984,17,20543,4
1985,17,20583,8
1986,17,20689,5
1987,17,20709,7
1990,17,20787,5
1991,17,20853,7
1993,17,20899,9
1994,17,20903,6
1995,17,20931,5
1997,17,20965,6
1998,17,20973,6
2000,17,21067,5
2001,17,21085,6
2002,17,21189,6
2004,17,21325,5
2005,17,21327,7
2006,17,21339,8
2007,17,21353,3
2008,17,21405,7
2010,17,21421,2
2011,17,21431,3
2012,17,21473,7
2013,17,21561,6
2014,17,21603,4
2015,17,21647,6
2018,17,21809,6
2019,17,21821,1
2020,17,21843,8
2021,17,21855,8
2022,17,21863,7
2023,17,21881,8
2024,17,21995,7
2028,17,22123,5
2029,17,22135,10
2030,17,22145,8
2031,17,22147,8
2032,17,22199,6
2033,17,22297,9
2034,17,22319,7
2036,17,22535,8
2039,17,22729,7
2041,17,22789,8
2042,17,22835,3
2044,17,22865,5
2048,17,23199,6
2049,17,23225,8
2051,17,23249,8
2052,17,23251,6
2053,17,23273,8
2054,17,23277,8
2055,17,23281,4
2056,17,23283,7
2057,17,23285,7
2058,17,23289,8
2059,17,23317,7
